country,year,population,BiocapPerCap,footprint,deficit,id,ratio,overshoot_day
Uzbekistan,1992,21416400.391115,0.913274086,2.552602917,-1.639328831,UZB,-2.7950019911328043,290.91633802304307
Uzbekistan,1993,21852099.6070336,0.883305023,2.495991448,-1.612686425,UZB,-2.82574121451274,292.62262268411666
Uzbekistan,1994,22276099.6050443,0.863669215,2.396348274,-1.532679059,UZB,-2.7746135262294054,302.9677314562328
Uzbekistan,1995,22687500.0021171,0.901669365,2.214115135,-1.31244577,UZB,-2.455573182613192,321.1572134754873
Uzbekistan,1996,23087199.2187432,0.853029183,2.273043232,-1.420014049,UZB,-2.6646722683038813,313.3068241289915
Uzbekistan,1997,23474800.7831581,0.886268342,2.193903241,-1.307634899,UZB,-2.4754389849918366,321.6874913191248
Uzbekistan,1998,23845800.7806703,0.881519887,2.374863437,-1.49334355,UZB,-2.6940553774685676,295.11206279695915
Uzbekistan,1999,24194500.001727,0.897909011,2.220326479,-1.322417468,UZB,-2.472774496382434,312.33420205992223
Uzbekistan,2000,24518199.2232457,0.826230976,2.197603379,-1.371372403,UZB,-2.659793027852817,311.3287774559322
Uzbekistan,2001,24814599.6135238,0.842558418,2.198484333,-1.355925915,UZB,-2.6092959821112465,309.040170345997
Uzbekistan,2002,25088699.2220788,0.899521685,2.274749657,-1.375227972,UZB,-2.528843662778645,294.86216213810246
Uzbekistan,2003,25353500.0012568,0.892827357,2.228196357,-1.335369,UZB,-2.4956632153387415,296.6326198534384
Uzbekistan,2004,25627000.0015673,0.891559524,2.175136733,-1.283577209,UZB,-2.4396988100132675,306.45350928288786
Uzbekistan,2005,25922199.2210853,0.923916277,2.13572052,-1.211804243,UZB,-2.3115952670516857,306.46855135772677
Uzbekistan,2006,26242900.3954242,0.9140161,2.224844332,-1.310828232,UZB,-2.4341412585620756,291.19452741704214
Uzbekistan,2007,26586699.216277,0.916095389,2.272957882,-1.356862493,UZB,-2.4811367078269004,282.65183449724253
Uzbekistan,2008,26952699.2260178,0.89943627,2.3353639,-1.43592763,UZB,-2.596475123245808,276.16623982455155
Uzbekistan,2009,27338099.6044114,0.919137038,2.230165922,-1.311028884,UZB,-2.4263693039723435,284.27990921437726
Uzbekistan,2010,27739800.7856969,0.921545496,2.207695498,-1.286150002,UZB,-2.395644599208612,284.8227137891073
Uzbekistan,2011,28158400.387233,0.866566987,2.32058713,-1.454020143,UZB,-2.677908490375337,268.5998971833464
Uzbekistan,2012,28592499.9957241,0.86522119,2.298946636,-1.433725446,UZB,-2.6570622940938375,266.6065167150903
Uzbekistan,2013,29033400.3855626,0.877884399,2.171552956,-1.293668557,UZB,-2.4736206726079195,284.18070196997263
Uzbekistan,2014,29469900.3965064,0.889454467,2.170705887,-1.28125142,UZB,-2.440491304743232,282.8323454596037
